Id Lat Lng Alt q0 q1 q2 q3
59 40.4395176 -79.9979846 206.3580856 0.220156 0.002033 -0.011719 0.975392
60 40.4395103 -79.9979893 206.3355297 0.219362 0.002615 -0.012446 0.975561
61 40.4395014 -79.9979950 206.3149684 0.218890 0.002360 -0.015357 0.975626
62 40.4394937 -79.9979999 206.2907389 0.219121 0.001216 -0.015910 0.975567
63 40.4394852 -79.9980053 206.2519532 0.219145 0.001046 -0.014716 0.975581
64 40.4394774 -79.9980102 206.2215428 0.218901 -0.001190 -0.013402 0.975654
65 40.4394695 -79.9980153 206.1998352 0.218197 -0.001290 -0.015483 0.975781
66 40.4394609 -79.9980207 206.1739796 0.217979 -0.004909 -0.015648 0.975816
67 40.4394524 -79.9980262 206.1318699 0.217306 -0.006138 -0.013529 0.975990
68 40.4394455 -79.9980305 206.0978718 0.216981 -0.002781 -0.014129 0.976070
69 40.4394369 -79.9980359 206.0692152 0.216268 -0.000763 -0.016651 0.976192
70 40.4394291 -79.9980408 206.0382514 0.216236 -0.000231 -0.018139 0.976172
71 40.4394205 -79.9980462 205.9973584 0.216889 0.001861 -0.018450 0.976020
72 40.4394126 -79.9980512 205.9619770 0.216913 0.000556 -0.019096 0.976004
73 40.4394046 -79.9980562 205.9308998 0.217004 -0.002096 -0.022393 0.975912
74 40.4393960 -79.9980617 205.8975909 0.217376 -0.006162 -0.028383 0.975656
75 40.4393881 -79.9980667 205.8495430 0.217273 -0.008443 -0.031343 0.975571
76 40.4393794 -79.9980722 205.7736915 0.217210 -0.008527 -0.030272 0.975618
77 40.4393716 -79.9980771 205.7041288 0.217362 -0.008462 -0.027988 0.975653
78 40.4393638 -79.9980821 205.6450144 0.217589 -0.008418 -0.026879 0.975634
79 40.4393552 -79.9980875 205.5847383 0.217841 -0.008859 -0.025805 0.975603
80 40.4393474 -79.9980925 205.5288050 0.217953 -0.008504 -0.024957 0.975603
81 40.4393389 -79.9980978 205.4735921 0.218303 -0.007304 -0.025511 0.975520
82 40.4393313 -79.9981026 205.4267156 0.218499 -0.006081 -0.026624 0.975455
83 40.4393231 -79.9981078 205.3727255 0.219094 -0.004846 -0.028293 0.975281
84 40.4393158 -79.9981125 205.3182086 0.219350 -0.004056 -0.028326 0.975226
85 40.4393065 -79.9981185 205.2481146 0.219873 -0.003516 -0.027841 0.975125
86 40.4392992 -79.9981231 205.1935912 0.220176 -0.003357 -0.027101 0.975078
87 40.4392914 -79.9981282 205.1380164 0.220573 -0.003852 -0.026524 0.975002
88 40.4392847 -79.9981325 205.0914052 0.221285 -0.004477 -0.026723 0.974833
89 40.4392775 -79.9981372 205.0404664 0.221962 -0.004876 -0.026461 0.974684
90 40.4392699 -79.9981421 204.9869536 0.222678 -0.002493 -0.025445 0.974557
91 40.4392630 -79.9981466 204.9438561 0.223519 -0.008105 -0.023469 0.974383
92 40.4392559 -79.9981512 204.9066614 0.225072 -0.012024 -0.025706 0.973929
93 40.4392484 -79.9981561 204.8737848 0.226545 -0.012381 -0.030560 0.973442
94 40.4392414 -79.9981608 204.8208251 0.226847 -0.016388 -0.029764 0.973338
95 40.4392340 -79.9981657 204.7498236 0.228057 -0.018968 -0.024674 0.973150
96 40.4392267 -79.9981706 204.6958277 0.229620 -0.020428 -0.022616 0.972803
97 40.4392198 -79.9981752 204.6562492 0.230680 -0.021052 -0.022689 0.972537
98 40.4392122 -79.9981804 204.6096250 0.231647 -0.023070 -0.022299 0.972271
99 40.4392052 -79.9981852 204.5649684 0.232991 -0.025080 -0.021551 0.971917
100 40.4391975 -79.9981904 204.5177773 0.234222 -0.024199 -0.022571 0.971620
101 40.4391906 -79.9981952 204.4756807 0.235277 -0.022570 -0.024069 0.971368
102 40.4391834 -79.9982002 204.4302124 0.236335 -0.024020 -0.023821 0.971082
103 40.4391757 -79.9982054 204.3533726 0.238629 -0.013270 -0.016149 0.970886
104 40.4391686 -79.9982104 204.2881564 0.239457 -0.011477 -0.000828 0.970839
105 40.4391617 -79.9982154 204.2503849 0.239773 -0.014331 0.009897 0.970673
106 40.4391540 -79.9982208 204.2688340 0.242002 -0.012823 0.002224 0.970188
107 40.4391451 -79.9982272 204.3110097 0.241398 -0.021352 -0.013671 0.970095
108 40.4391380 -79.9982324 204.2841074 0.241828 -0.022808 -0.012787 0.969967
109 40.4391302 -79.9982379 204.1986620 0.242085 -0.020761 0.001078 0.970032
110 40.4391232 -79.9982430 204.1747982 0.242168 -0.021263 0.004926 0.969989
111 40.4391139 -79.9982496 204.1936508 0.242691 -0.022630 -0.003399 0.969834
112 40.4391043 -79.9982566 204.1727583 0.242434 -0.022441 -0.011043 0.969846
113 40.4390969 -79.9982619 204.1447581 0.242238 -0.022891 -0.016817 0.969801
114 40.4390885 -79.9982679 204.1097063 0.242485 -0.022574 -0.023142 0.969616
115 40.4390809 -79.9982733 204.0486852 0.242418 -0.019045 -0.024076 0.969686
116 40.4390724 -79.9982794 203.9797225 0.242933 -0.019198 -0.022278 0.969597
117 40.4390666 -79.9982836 203.9393464 0.242754 -0.019781 -0.020949 0.969660
118 40.4390601 -79.9982882 203.8851164 0.243268 -0.016155 -0.015060 0.969708
119 40.4390535 -79.9982930 203.8242212 0.243459 -0.009893 -0.004055 0.969852
120 40.4390470 -79.9982977 203.7729202 0.243800 -0.004367 0.006785 0.969792
121 40.4390405 -79.9983024 203.7630426 0.243675 -0.000704 0.010286 0.969802
122 40.4390345 -79.9983067 203.7836570 0.243786 0.001796 0.006925 0.969803
123 40.4390279 -79.9983114 203.8059042 0.243929 0.001772 0.003297 0.969786
124 40.4390211 -79.9983163 203.8160704 0.243869 0.002669 0.000226 0.969805
125 40.4390127 -79.9983224 203.8198117 0.243808 0.004723 -0.002281 0.969809
126 40.4390032 -79.9983293 203.8175813 0.242845 0.004591 -0.002950 0.970050
127 40.4389971 -79.9983336 203.8114838 0.242662 0.005865 -0.002473 0.970090
128 40.4389874 -79.9983406 203.8087251 0.242139 0.009687 -0.003623 0.970186
129 40.4389803 -79.9983456 203.8138671 0.241695 0.010980 -0.005629 0.970274
130 40.4389731 -79.9983507 203.8147939 0.241290 0.012006 -0.007120 0.970353
131 40.4389669 -79.9983551 203.8111056 0.240790 0.012877 -0.007359 0.970464
132 40.4389597 -79.9983602 203.8040205 0.239892 0.014231 -0.007057 0.970670
133 40.4389526 -79.9983653 203.7951175 0.239013 0.015665 -0.006857 0.970866
134 40.4389455 -79.9983702 203.7915941 0.238314 0.015879 -0.006895 0.971034
135 40.4389394 -79.9983745 203.7891579 0.237857 0.016775 -0.008362 0.971119
136 40.4389322 -79.9983795 203.7859180 0.237127 0.017709 -0.010299 0.971263
137 40.4389225 -79.9983862 203.7824598 0.235665 0.018070 -0.013000 0.971579
138 40.4389163 -79.9983905 203.7689680 0.234692 0.018191 -0.013318 0.971808
139 40.4389092 -79.9983954 203.7566174 0.233730 0.018462 -0.013853 0.972028
140 40.4389020 -79.9984003 203.7424137 0.232724 0.017600 -0.013512 0.972290
141 40.4388931 -79.9984064 203.7242455 0.231708 0.017933 -0.013094 0.972532
142 40.4388859 -79.9984112 203.7144478 0.230854 0.017634 -0.013386 0.972737
143 40.4388788 -79.9984161 203.7021407 0.229619 0.015955 -0.012009 0.973076
144 40.4388720 -79.9984207 203.6873109 0.228918 0.014911 -0.010428 0.973276
145 40.4388647 -79.9984256 203.6729930 0.228201 0.014501 -0.009521 0.973460
146 40.4388558 -79.9984315 203.6641215 0.227236 0.014335 -0.011033 0.973672
147 40.4388486 -79.9984363 203.6508815 0.227017 0.013446 -0.011464 0.973731
148 40.4388414 -79.9984411 203.6319138 0.226646 0.013322 -0.010730 0.973827
149 40.4388352 -79.9984452 203.6166901 0.226648 0.013143 -0.010364 0.973833
150 40.4388282 -79.9984499 203.6056856 0.226660 0.012938 -0.010717 0.973829
151 40.4388208 -79.9984548 203.5930931 0.226609 0.012247 -0.010672 0.973850
152 40.4388136 -79.9984596 203.5776966 0.226655 0.012490 -0.010378 0.973840
153 40.4388066 -79.9984642 203.5643354 0.226752 0.012641 -0.009965 0.973819
154 40.4387994 -79.9984690 203.5543303 0.226807 0.013441 -0.010066 0.973795
155 40.4387905 -79.9984749 203.5457623 0.226880 0.013696 -0.011694 0.973756
156 40.4387842 -79.9984790 203.5391340 0.227033 0.012693 -0.012233 0.973728
157 40.4387770 -79.9984838 203.5230419 0.227055 0.013158 -0.011712 0.973723
158 40.4387697 -79.9984886 203.5005986 0.226860 0.013895 -0.009452 0.973782
159 40.4387608 -79.9984945 203.4873295 0.226343 0.012192 -0.007199 0.973945
160 40.4387536 -79.9984993 203.4822183 0.226323 0.012259 -0.007239 0.973948
161 40.4387464 -79.9985040 203.4831000 0.226058 0.011809 -0.008448 0.974006
162 40.4387392 -79.9985087 203.4787203 0.225399 0.011169 -0.009282 0.974158
163 40.4387322 -79.9985134 203.4677117 0.225006 0.011683 -0.009283 0.974243
164 40.4387260 -79.9985174 203.4594227 0.224712 0.011602 -0.009171 0.974313
165 40.4387187 -79.9985222 203.4506005 0.224276 0.011461 -0.009085 0.974416
166 40.4387116 -79.9985268 203.4427024 0.223890 0.011377 -0.008876 0.974508
167 40.4387043 -79.9985316 203.4326930 0.223645 0.012084 -0.008219 0.974561
168 40.4386971 -79.9985363 203.4252477 0.223237 0.011882 -0.007527 0.974663
169 40.4386882 -79.9985421 203.4200749 0.223121 0.011895 -0.007738 0.974687
170 40.4386811 -79.9985467 203.4160558 0.223083 0.011824 -0.008313 0.974692
171 40.4386759 -79.9985501 203.4109663 0.223023 0.012031 -0.008716 0.974700
172 40.4386680 -79.9985552 203.4008283 0.222689 0.012007 -0.009179 0.974772
173 40.4386609 -79.9985598 203.3893429 0.222293 0.013064 -0.009824 0.974843
174 40.4386538 -79.9985644 203.3777887 0.222109 0.013660 -0.009625 0.974879
175 40.4386450 -79.9985701 203.3620238 0.222077 0.014175 -0.009014 0.974884
176 40.4386380 -79.9985746 203.3511439 0.222256 0.014816 -0.008439 0.974839
177 40.4386309 -79.9985791 203.3426937 0.222020 0.015946 -0.008062 0.974878
178 40.4386239 -79.9985837 203.3372864 0.221859 0.016170 -0.008127 0.974911
179 40.4386178 -79.9985876 203.3355842 0.221607 0.016011 -0.008572 0.974967
180 40.4386110 -79.9985920 203.3341128 0.221594 0.016280 -0.009531 0.974957
181 40.4386042 -79.9985963 203.3326300 0.221729 0.015899 -0.010884 0.974918
182 40.4385971 -79.9986008 203.3250945 0.221795 0.015821 -0.011179 0.974901
183 40.4385902 -79.9986053 203.3145564 0.221857 0.014972 -0.010694 0.974906
184 40.4385842 -79.9986092 203.3029391 0.221975 0.015043 -0.010468 0.974880
185 40.4385773 -79.9986136 203.2936522 0.221929 0.014766 -0.011790 0.974880
186 40.4385705 -79.9986180 203.2878107 0.221748 0.013069 -0.014140 0.974914
187 40.4385621 -79.9986235 203.2771102 0.221638 0.011243 -0.017275 0.974911
188 40.4385553 -79.9986278 203.2580565 0.221429 0.009724 -0.018151 0.974959
189 40.4385464 -79.9986336 203.2230391 0.220734 0.007298 -0.017691 0.975146
190 40.4385376 -79.9986393 203.1922762 0.220165 0.003647 -0.018934 0.975272
191 40.4385300 -79.9986442 203.1646193 0.219465 0.000765 -0.019502 0.975425
192 40.4385206 -79.9986502 203.1121816 0.218544 -0.000630 -0.016270 0.975691
193 40.4385145 -79.9986542 203.0787015 0.217645 -0.001750 -0.014333 0.975921
194 40.4385070 -79.9986589 203.0443733 0.217341 -0.002838 -0.012310 0.976014
195 40.4384999 -79.9986635 203.0130046 0.216020 -0.004690 -0.010789 0.976318
196 40.4384919 -79.9986685 202.9839123 0.214830 -0.005861 -0.011768 0.976563
197 40.4384840 -79.9986734 202.9501084 0.213848 0.000073 -0.010430 0.976811
198 40.4384770 -79.9986779 202.9069577 0.214460 -0.011353 0.003196 0.976662
199 40.4384681 -79.9986835 202.8685510 0.213933 -0.010857 0.007479 0.976759
200 40.4384595 -79.9986886 202.8609629 0.216428 0.002342 0.005000 0.976283
201 40.4384524 -79.9986935 202.8754695 0.214883 -0.022170 0.003686 0.976381
202 40.4384438 -79.9986987 202.8855077 0.214322 -0.016912 -0.012321 0.976539
203 40.4384356 -79.9987037 202.8843785 0.215894 -0.011490 -0.029486 0.975904
204 40.4384283 -79.9987084 202.8279169 0.217010 -0.019957 -0.027708 0.975572
205 40.4384209 -79.9987131 202.7615963 0.216786 -0.020849 -0.028229 0.975588
206 40.4384129 -79.9987181 202.6879639 0.217806 -0.013758 -0.030383 0.975422
207 40.4384049 -79.9987231 202.6281395 0.218927 -0.011353 -0.032350 0.975139
208 40.4383968 -79.9987283 202.5393482 0.220337 -0.009636 -0.027570 0.974987
209 40.4383887 -79.9987334 202.4686880 0.221051 -0.006910 -0.025600 0.974902
210 40.4383815 -79.9987380 202.4233591 0.221518 -0.005690 -0.026396 0.974782
211 40.4383715 -79.9987445 202.3532024 0.221068 -0.002766 -0.027909 0.974855
212 40.4383625 -79.9987502 202.2905554 0.220122 -0.004710 -0.026664 0.975097
213 40.4383598 -79.9987520 202.2712674 0.219644 -0.005989 -0.026090 0.975213
214 40.4383456 -79.9987610 202.1579680 0.217717 -0.005667 -0.021572 0.975757
215 40.4383379 -79.9987659 202.1182472 0.216465 -0.008900 -0.021672 0.976009
216 40.4383295 -79.9987711 202.0661416 0.215467 -0.010256 -0.024079 0.976160
217 40.4383217 -79.9987760 202.0186617 0.214799 -0.009814 -0.026463 0.976250
218 40.4383138 -79.9987809 201.9617333 0.214334 -0.010274 -0.026492 0.976347
219 40.4383058 -79.9987859 201.8981524 0.213998 -0.009968 -0.025075 0.976461
220 40.4382970 -79.9987913 201.8358999 0.213563 -0.009301 -0.024784 0.976571
221 40.4382889 -79.9987963 201.7840165 0.212965 -0.009671 -0.024313 0.976709
222 40.4382799 -79.9988019 201.7249489 0.212400 -0.010249 -0.024283 0.976827
223 40.4382718 -79.9988069 201.6732956 0.211940 -0.009255 -0.025449 0.976907
224 40.4382638 -79.9988117 201.6218079 0.211272 -0.007867 -0.025771 0.977056
225 40.4382568 -79.9988160 201.5700436 0.210516 -0.007421 -0.024560 0.977254
226 40.4382475 -79.9988217 201.5059221 0.210067 -0.006899 -0.023335 0.977384
227 40.4382416 -79.9988252 201.4701497 0.209857 -0.006391 -0.022823 0.977445
228 40.4382348 -79.9988294 201.4328451 0.209372 -0.006489 -0.023046 0.977543
229 40.4382279 -79.9988335 201.3936070 0.208900 -0.006776 -0.023704 0.977626
230 40.4382210 -79.9988377 201.3539869 0.208633 -0.007657 -0.024118 0.977667
231 40.4382125 -79.9988429 201.2986770 0.208526 -0.008448 -0.023433 0.977699
232 40.4382030 -79.9988486 201.2361639 0.208470 -0.008324 -0.023028 0.977722
233 40.4381970 -79.9988522 201.1976362 0.208385 -0.008758 -0.022864 0.977740
234 40.4381900 -79.9988564 201.1547951 0.208198 -0.008830 -0.022004 0.977799
235 40.4381832 -79.9988605 201.1122954 0.208320 -0.008131 -0.020499 0.977812
236 40.4381764 -79.9988646 201.0717766 0.208315 -0.007739 -0.020004 0.977827
237 40.4381692 -79.9988689 201.0348289 0.208228 -0.007263 -0.020810 0.977832
238 40.4381632 -79.9988726 201.0102124 0.208193 -0.007402 -0.022589 0.977799
239 40.4381521 -79.9988792 200.9481244 0.208316 -0.007607 -0.023098 0.977759
240 40.4381444 -79.9988838 200.9044419 0.208832 -0.007721 -0.023145 0.977647
241 40.4381374 -79.9988881 200.8649735 0.208984 -0.008121 -0.023466 0.977604
242 40.4381299 -79.9988926 200.8282803 0.208833 -0.007914 -0.024667 0.977608
243 40.4381208 -79.9988981 200.7724448 0.208928 -0.008515 -0.023892 0.977602
244 40.4381125 -79.9989031 200.7201681 0.209511 -0.008615 -0.022686 0.977505
245 40.4381045 -79.9989079 200.6708942 0.210450 -0.007812 -0.021987 0.977326
246 40.4380961 -79.9989131 200.6268425 0.210724 -0.008239 -0.022181 0.977259
247 40.4380883 -79.9989178 200.5819637 0.211338 -0.008033 -0.022315 0.977125
248 40.4380799 -79.9989229 200.5335862 0.212141 -0.008234 -0.022181 0.976953
249 40.4380725 -79.9989275 200.4924364 0.212830 -0.009282 -0.021702 0.976804
250 40.4380651 -79.9989321 200.4455036 0.213533 -0.009018 -0.020462 0.976680
251 40.4380570 -79.9989372 200.3987694 0.214619 -0.009004 -0.020051 0.976450
252 40.4380495 -79.9989418 200.3587612 0.215606 -0.009657 -0.020481 0.976218
253 40.4380414 -79.9989469 200.3166142 0.216848 -0.009063 -0.021044 0.975936
254 40.4380345 -79.9989512 200.2769117 0.218035 -0.008244 -0.020927 0.975682
255 40.4380270 -79.9989560 200.2296590 0.219374 -0.007500 -0.020020 0.975407
256 40.4380191 -79.9989610 200.1826959 0.220540 -0.006502 -0.019076 0.975170
257 40.4380119 -79.9989657 200.1440150 0.221533 -0.010213 -0.017615 0.974940
258 40.4380049 -79.9989703 200.1050863 0.222428 -0.010825 -0.018400 0.974715
259 40.4379970 -79.9989754 200.0681122 0.223865 -0.009407 -0.021538 0.974337
260 40.4379898 -79.9989801 200.0299894 0.224272 -0.010083 -0.022113 0.974223
261 40.4379806 -79.9989861 199.9612775 0.225652 -0.008685 -0.017852 0.974006
262 40.4379729 -79.9989912 199.9115737 0.226567 -0.007861 -0.015469 0.973841
263 40.4379660 -79.9989958 199.8858017 0.227723 -0.008515 -0.015321 0.973568
264 40.4379584 -79.9990009 199.8587631 0.228867 -0.008748 -0.016339 0.973281
265 40.4379514 -79.9990056 199.8272683 0.229589 -0.008255 -0.015846 0.973124
266 40.4379446 -79.9990102 199.8000423 0.230344 -0.008678 -0.014128 0.972968
267 40.4379373 -79.9990151 199.7625904 0.231326 -0.008380 -0.011194 0.972776
268 40.4379305 -79.9990198 199.7309193 0.232449 -0.008830 -0.009121 0.972526
269 40.4379239 -79.9990243 199.7231708 0.233690 -0.009499 -0.013254 0.972174
270 40.4379151 -79.9990304 199.7051706 0.234845 -0.005282 -0.022725 0.971753
271 40.4379065 -79.9990362 199.6631714 0.235948 -0.000457 -0.029972 0.971303
272 40.4378979 -79.9990423 199.6041102 0.237072 -0.004346 -0.028592 0.971061
273 40.4378906 -79.9990473 199.5337988 0.239284 -0.000326 -0.023602 0.970663
274 40.4378838 -79.9990521 199.4764316 0.240651 0.004828 -0.020162 0.970390
275 40.4378775 -79.9990566 199.4472072 0.242569 0.006322 -0.021041 0.969885
276 40.4378699 -79.9990620 199.4230995 0.245834 0.003654 -0.024253 0.969002
277 40.4378634 -79.9990668 199.3933366 0.247859 0.001697 -0.026367 0.968436
278 40.4378562 -79.9990721 199.3423117 0.250304 0.004946 -0.026438 0.967794
279 40.4378498 -79.9990768 199.2944486 0.252153 0.008406 -0.026708 0.967282
280 40.4378425 -79.9990824 199.2466474 0.253631 0.006894 -0.025880 0.966930
281 40.4378359 -79.9990874 199.2100541 0.254906 0.006080 -0.027195 0.966564
282 40.4378294 -79.9990924 199.1648927 0.255948 0.006819 -0.029234 0.966224
283 40.4378222 -79.9990979 199.1225166 0.255888 0.007575 -0.032905 0.966117
284 40.4378157 -79.9991029 199.0768033 0.256244 0.007830 -0.034431 0.965967
285 40.4378092 -79.9991079 199.0188779 0.256207 0.007890 -0.033740 0.966001
286 40.4378019 -79.9991135 198.9495963 0.255711 0.011498 -0.032893 0.966125
287 40.4377953 -79.9991186 198.8940523 0.255561 0.015275 -0.033390 0.966095
288 40.4377880 -79.9991242 198.8371663 0.254192 0.013567 -0.031603 0.966542
289 40.4377792 -79.9991309 198.7684203 0.252691 0.011524 -0.030133 0.967009
290 40.4377728 -79.9991357 198.7260471 0.251147 0.011976 -0.030897 0.967382
291 40.4377659 -79.9991409 198.6804602 0.249834 0.010172 -0.030651 0.967750
292 40.4377586 -79.9991464 198.6287167 0.248340 0.007650 -0.030556 0.968161
293 40.4377519 -79.9991513 198.5784376 0.247002 0.006568 -0.030197 0.968522
294 40.4377452 -79.9991563 198.5307963 0.245379 0.006794 -0.030269 0.968931
295 40.4377378 -79.9991617 198.4741388 0.243828 0.005830 -0.029019 0.969367
296 40.4377312 -79.9991664 198.4261564 0.242786 0.005076 -0.027994 0.969663
297 40.4377238 -79.9991717 198.3758416 0.241357 0.004692 -0.027998 0.970021
298 40.4377172 -79.9991765 198.3323503 0.240121 0.004812 -0.028675 0.970307
299 40.4377097 -79.9991817 198.2842110 0.238531 0.003370 -0.028883 0.970700
300 40.4377031 -79.9991864 198.2387317 0.237091 0.001982 -0.028442 0.971069
301 40.4376963 -79.9991911 198.1891342 0.235789 0.001200 -0.027110 0.971425
302 40.4376888 -79.9991963 198.1394469 0.234493 0.000552 -0.027276 0.971735
303 40.4376820 -79.9992010 198.0979582 0.233181 -0.000718 -0.027231 0.972052
304 40.4376750 -79.9992058 198.0559619 0.231735 -0.002330 -0.027327 0.972392
305 40.4376661 -79.9992118 198.0007820 0.230106 -0.003041 -0.028607 0.972740
306 40.4376570 -79.9992179 197.9530678 0.228367 -0.008635 -0.031739 0.973019
307 40.4376494 -79.9992230 197.9009590 0.226921 -0.008713 -0.033705 0.973291
308 40.4376424 -79.9992275 197.8431714 0.225665 -0.006381 -0.033176 0.973619
309 40.4376348 -79.9992325 197.7678074 0.223546 -0.005602 -0.030711 0.974193
310 40.4376260 -79.9992382 197.7112210 0.221085 -0.010030 -0.030406 0.974729
311 40.4376188 -79.9992429 197.6601395 0.218109 -0.011406 -0.031678 0.975344
312 40.4376119 -79.9992472 197.6016063 0.215372 -0.010678 -0.031397 0.975969
313 40.4376042 -79.9992520 197.5431439 0.212140 -0.012021 -0.030614 0.976686
314 40.4375973 -79.9992562 197.4930378 0.209093 -0.014773 -0.029044 0.977353
315 40.4375897 -79.9992608 197.4368388 0.204998 -0.017288 -0.027196 0.978232
316 40.4375828 -79.9992649 197.3879041 0.201192 -0.018804 -0.026716 0.979007
317 40.4375759 -79.9992688 197.3404525 0.197099 -0.019745 -0.026903 0.979816
318 40.4375737 -79.9992701 197.3258019 0.195888 -0.019570 -0.027388 0.980048
319 40.4375589 -79.9992782 197.2043649 0.187698 -0.018602 -0.027034 0.981678
320 40.4375519 -79.9992819 197.1340158 0.185073 -0.013218 -0.017801 0.982475
321 40.4375449 -79.9992855 197.0619354 0.183125 -0.008867 -0.004400 0.983040
322 40.4375375 -79.9992893 197.0053776 0.181481 -0.007088 0.005883 0.983351
323 40.4375308 -79.9992927 197.0162038 0.180285 -0.006480 0.001727 0.983591
324 40.4375235 -79.9992964 197.0405972 0.178176 -0.006514 -0.007896 0.983945
325 40.4375170 -79.9992997 197.0344471 0.176361 -0.005914 -0.010675 0.984250
326 40.4375084 -79.9993039 197.0038059 0.174150 -0.006054 -0.009708 0.984653
